Unnamed: 0.1,ms.value,dt_conf.value,dt_s.value,dtnorm.value,dtnorm_label.value,country.value,loc_wkt.value,oms.value,Unnamed: 0,source,source_id,prediction,ms_record_id.value,ms_source_id.value,site_hyper_id
9329,https://minmod.isi.edu/resource/mrds10048496,0.029307123273611,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q482,U-M conduit nickel-copper- PGE,United States,POINT (-109.62488 47.03471),,703.0,MRDS,10048496,1086.0,10048496,MRDS,https://minmod.isi.edu/resource/1086
9429,https://minmod.isi.edu/resource/mrds10221705,0.030188551172614,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q482,U-M conduit nickel-copper- PGE,United States,POINT (-115.81274 48.25017),,2082.0,MRDS,10221705,1756.0,10221705,MRDS,https://minmod.isi.edu/resource/1756
9493,https://minmod.isi.edu/resource/site__maturi-incl-nokomis__mudd-and-jowitt-2022-nickel__ar-2018,1.0,expert,https://minmod.isi.edu/resource/Q478,U-M layered intrusion nickel- copper-PGE,USA,POINT (-91.8 47.8),https://minmod.isi.edu/resource/mrds10072944,2866.0,Mudd-and-Jowitt-2022-Nickel/AR 2018,Maturi (incl. Nokomis),17.0,Maturi (incl. Nokomis),Mudd-and-Jowitt-2022-Nickel/AR 2018,https://minmod.isi.edu/resource/17
9567,https://minmod.isi.edu/resource/mrds10195410,0.0311435740441083,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q482,U-M conduit nickel-copper- PGE,United States,POINT (-96.46284 47.03828),,1927.0,MRDS,10195410,2013.0,10195410,MRDS,https://minmod.isi.edu/resource/2013
10086,https://minmod.isi.edu/resource/mrds10048502,0.0267380233854055,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q476,Komatiite nickel-copper-PGE,United States,POINT (-109.96746 45.38492),https://minmod.isi.edu/resource/mrds10042344,705.0,MRDS,10048502,102.0,10048502,MRDS,https://minmod.isi.edu/resource/102
10088,https://minmod.isi.edu/resource/httpsw3idorgusgsz4530692mth2c7hu1,1.0,SME,https://minmod.isi.edu/resource/Q478,U-M layered intrusion nickel- copper-PGE,USA,"MULTIPOINT(-91.70833 47.78333,-91.79167 47.69694,-91.66667 47.83583)",https://minmod.isi.edu/resource/mrds10096418,2844.0,https://w3id.org/usgs/z/4530692/MTH2C7HU,1,0.0,1,https://w3id.org/usgs/z/4530692/MTH2C7HU,https://minmod.isi.edu/resource/0
10112,https://minmod.isi.edu/resource/mrds10258348,0.0259697623550891,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q486,Arc U-M intru- sion nickel- copper-PGE,United States,POINT (-146.98342 61.7349),,2354.0,MRDS,10258348,1462.0,10258348,MRDS,https://minmod.isi.edu/resource/1462
10240,https://minmod.isi.edu/resource/mrds10187658,0.025281049311161,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q482,U-M conduit nickel-copper- PGE,United States,POINT (-117.89562 36.66996),,1913.0,MRDS,10187658,1665.0,10187658,MRDS,https://minmod.isi.edu/resource/1665
10403,https://minmod.isi.edu/resource/mrds10067832,0.0330787301063537,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q478,U-M layered intrusion nickel- copper-PGE,United States,POINT (-76.08297 39.95641),https://minmod.isi.edu/resource/mrds10153581,871.0,MRDS,10067832,1159.0,10067832,MRDS,https://minmod.isi.edu/resource/1159
10714,https://minmod.isi.edu/resource/mrds10270356,0.0441990196704864,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q482,U-M conduit nickel-copper- PGE,United States,POINT (-114.58098 47.33428),,2394.0,MRDS,10270356,947.0,10270356,MRDS,https://minmod.isi.edu/resource/947
10767,https://minmod.isi.edu/resource/mrds10042347,0.0279541797935962,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q482,U-M conduit nickel-copper- PGE,United States,POINT (-109.89635 45.37992),https://minmod.isi.edu/resource/mrds10048658,652.0,MRDS,10042347,914.0,10042347,MRDS,https://minmod.isi.edu/resource/914
10911,https://minmod.isi.edu/resource/mrds10168387,0.0251714047044515,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q481,U-M intrusion nickel-copper- PGE,United States,POINT (-114.41282 44.30349),,1784.0,MRDS,10168387,774.0,10168387,MRDS,https://minmod.isi.edu/resource/774
10946,https://minmod.isi.edu/resource/mrds10270324,0.0289633497595787,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q482,U-M conduit nickel-copper- PGE,United States,POINT (-110.58501 45.28661),https://minmod.isi.edu/resource/mrds10056260,2392.0,MRDS,10270324,1240.0,10270324,MRDS,https://minmod.isi.edu/resource/1240
11013,https://minmod.isi.edu/resource/mrds10161181,0.032493807375431,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q482,U-M conduit nickel-copper- PGE,United States,POINT (-133.7103 58.58166),,1767.0,MRDS,10161181,2001.0,10161181,MRDS,https://minmod.isi.edu/resource/2001
11416,https://minmod.isi.edu/resource/mrds10252364,0.032743539661169,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q476,Komatiite nickel-copper-PGE,United States,POINT (-80.19538 37.09367),https://minmod.isi.edu/resource/mrds10068222,2268.0,MRDS,10252364,185.0,10252364,MRDS,https://minmod.isi.edu/resource/185
11484,https://minmod.isi.edu/resource/mrds10400947,0.0299566742032766,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q486,Arc U-M intru- sion nickel- copper-PGE,United States,POINT (-91.96667 47.6),https://minmod.isi.edu/resource/usminmn00002,2700.0,MRDS,10400947,35.0,10400947,MRDS,https://minmod.isi.edu/resource/35
11670,https://minmod.isi.edu/resource/mrds10048658,0.0258489083498716,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q486,Arc U-M intru- sion nickel- copper-PGE,United States,POINT (-109.89996 45.37686),https://minmod.isi.edu/resource/mrds10042347,726.0,MRDS,10048658,914.0,10048658,MRDS,https://minmod.isi.edu/resource/914
11743,https://minmod.isi.edu/resource/mrds10307567,0.025943573564291,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q486,Arc U-M intru- sion nickel- copper-PGE,United States,POINT (-148.86383 63.4236),,2650.0,MRDS,10307567,2063.0,10307567,MRDS,https://minmod.isi.edu/resource/2063
11827,https://minmod.isi.edu/resource/mrds10002223,0.0300119128078222,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q478,U-M layered intrusion nickel- copper-PGE,United States,POINT (-137.31101 58.63665),https://minmod.isi.edu/resource/mrds10002227,42.0,MRDS,10002223,1323.0,10002223,MRDS,https://minmod.isi.edu/resource/1323
12040,https://minmod.isi.edu/resource/mrds10001107,0.0255742892622947,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q481,U-M intrusion nickel-copper- PGE,United States,POINT (-145.69856 63.3566),,26.0,MRDS,10001107,1102.0,10001107,MRDS,https://minmod.isi.edu/resource/1102
12330,https://minmod.isi.edu/resource/mrds10048523,0.0332498401403427,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q482,U-M conduit nickel-copper- PGE,United States,POINT (-91.82434 47.72083),https://minmod.isi.edu/resource/site__sudbury-kirkwood-kghm__mudd-and-jowitt-2022-nickel__aif-2010,720.0,MRDS,10048523,20.0,10048523,MRDS,https://minmod.isi.edu/resource/20
12474,https://minmod.isi.edu/resource/mrds10093102,0.0306898932904005,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q476,Komatiite nickel-copper-PGE,United States,POINT (-110.15913 45.44353),https://minmod.isi.edu/resource/mrds10042345,1228.0,MRDS,10093102,819.0,10093102,MRDS,https://minmod.isi.edu/resource/819
12530,https://minmod.isi.edu/resource/mrds10276938,0.0270056575536727,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q486,Arc U-M intru- sion nickel- copper-PGE,United States,POINT (-120.66197 47.47542),,2410.0,MRDS,10276938,974.0,10276938,MRDS,https://minmod.isi.edu/resource/974
12642,https://minmod.isi.edu/resource/httpsw3idorgusgsz4530692dss9vbek1,0.1002857238054275,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q481,U-M intrusion nickel-copper- PGE,United States,MULTIPOINT(-92.7 46.7),https://minmod.isi.edu/resource/mrds10056255,2857.0,https://w3id.org/usgs/z/4530692/DSS9VBEK,1,5.0,1,https://w3id.org/usgs/z/4530692/DSS9VBEK,https://minmod.isi.edu/resource/5
12711,https://minmod.isi.edu/resource/mrds10008889,0.0355271063745021,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q488,Anorthosite conduit nickel- copper-PGE,United States,POINT (-105.36727 41.3833),,,,,-1.0,,,https://minmod.isi.edu/resource/-1
12747,https://minmod.isi.edu/resource/mrds10234034,0.0341043733060359,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q482,U-M conduit nickel-copper- PGE,United States,POINT (-136.37845 57.93301),,2203.0,MRDS,10234034,1144.0,10234034,MRDS,https://minmod.isi.edu/resource/1144
12876,https://minmod.isi.edu/resource/mrds10225329,0.0253426004201173,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q476,Komatiite nickel-copper-PGE,United States,POINT (-123.57786 42.46482),https://minmod.isi.edu/resource/mrds10043266,2093.0,MRDS,10225329,1120.0,10225329,MRDS,https://minmod.isi.edu/resource/1120
12932,https://minmod.isi.edu/resource/mrds10221327,0.040809042751789,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q481,U-M intrusion nickel-copper- PGE,United States,POINT (-112.38617 45.096),https://minmod.isi.edu/resource/mrds10245894,2079.0,MRDS,10221327,944.0,10221327,MRDS,https://minmod.isi.edu/resource/944
13120,https://minmod.isi.edu/resource/mrds10095812,0.0257601086050272,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q486,Arc U-M intru- sion nickel- copper-PGE,United States,POINT (-124.01145 42.42982),,1275.0,MRDS,10095812,1491.0,10095812,MRDS,https://minmod.isi.edu/resource/1491
13372,https://minmod.isi.edu/resource/mrds10194095,0.0262761265039443,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q486,Arc U-M intru- sion nickel- copper-PGE,United States,POINT (-73.04342 42.57308),,1924.0,MRDS,10194095,2012.0,10194095,MRDS,https://minmod.isi.edu/resource/2012
13711,https://minmod.isi.edu/resource/mrds10281170,0.0271767154335975,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q482,U-M conduit nickel-copper- PGE,United States,POINT (-120.71507 47.42792),https://minmod.isi.edu/resource/mrds10227721,2488.0,MRDS,10281170,1564.0,10281170,MRDS,https://minmod.isi.edu/resource/1564
13771,https://minmod.isi.edu/resource/mrds10123538,0.0258116349577903,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q482,U-M conduit nickel-copper- PGE,United States,POINT (-112.49447 44.9621),,1509.0,MRDS,10123538,1728.0,10123538,MRDS,https://minmod.isi.edu/resource/1728
13899,https://minmod.isi.edu/resource/mrds10269827,0.0318919867277145,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q478,U-M layered intrusion nickel- copper-PGE,United States,POINT (-112.48867 44.9635),,2388.0,MRDS,10269827,1294.0,10269827,MRDS,https://minmod.isi.edu/resource/1294
14148,https://minmod.isi.edu/resource/mrds10184080,0.0256258342415094,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q482,U-M conduit nickel-copper- PGE,United States,POINT (-70.27082 43.74186),,1888.0,MRDS,10184080,171.0,10184080,MRDS,https://minmod.isi.edu/resource/171
14295,https://minmod.isi.edu/resource/httpsw3idorgusgsz4530692xi5azb8u1,0.0738550350069999,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q486,Arc U-M intru- sion nickel- copper-PGE,USA,POINT(-91.8 47.733333),,2850.0,https://w3id.org/usgs/z/4530692/XI5AZB8U,1,2087.0,1,https://w3id.org/usgs/z/4530692/XI5AZB8U,https://minmod.isi.edu/resource/2087
14296,https://minmod.isi.edu/resource/httpsw3idorgusgsz4530692xi5azb8u1,0.0738550350069999,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q486,Arc U-M intru- sion nickel- copper-PGE,USA,POINT (-91.8 47.733333),,2850.0,https://w3id.org/usgs/z/4530692/XI5AZB8U,1,2087.0,1,https://w3id.org/usgs/z/4530692/XI5AZB8U,https://minmod.isi.edu/resource/2087
14320,https://minmod.isi.edu/resource/mrds10056257,0.0293218940496444,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q486,Arc U-M intru- sion nickel- copper-PGE,United States,POINT (-109.89996 45.38214),https://minmod.isi.edu/resource/mrds10042344,769.0,MRDS,10056257,102.0,10056257,MRDS,https://minmod.isi.edu/resource/102
14697,https://minmod.isi.edu/resource/mrds10155994,0.0277343485504388,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q486,Arc U-M intru- sion nickel- copper-PGE,United States,POINT (-121.58343 48.47761),,1706.0,MRDS,10155994,1995.0,10155994,MRDS,https://minmod.isi.edu/resource/1995
14713,https://minmod.isi.edu/resource/mrds10234118,0.0313611030578613,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q482,U-M conduit nickel-copper- PGE,United States,POINT (-136.03393 57.87051),,2206.0,MRDS,10234118,1683.0,10234118,MRDS,https://minmod.isi.edu/resource/1683
14885,https://minmod.isi.edu/resource/mrds10131749,0.0272643361240625,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q486,Arc U-M intru- sion nickel- copper-PGE,United States,POINT (-122.14934 48.42041),https://minmod.isi.edu/resource/mrds10047983,1551.0,MRDS,10131749,383.0,10131749,MRDS,https://minmod.isi.edu/resource/383
15063,https://minmod.isi.edu/resource/mrds10189244,0.0292779840528965,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q482,U-M conduit nickel-copper- PGE,United States,POINT (-116.56694 33.04616),,1915.0,MRDS,10189244,1037.0,10189244,MRDS,https://minmod.isi.edu/resource/1037
15111,https://minmod.isi.edu/resource/mrds10307807,0.0351108536124229,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q476,Komatiite nickel-copper-PGE,United States,POINT (-136.55206 58.04971),,2656.0,MRDS,10307807,1330.0,10307807,MRDS,https://minmod.isi.edu/resource/1330
15211,https://minmod.isi.edu/resource/mrds10269676,0.0333812981843948,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q482,U-M conduit nickel-copper- PGE,United States,POINT (-112.38527 45.0807),https://minmod.isi.edu/resource/mrds10221327,2386.0,MRDS,10269676,944.0,10269676,MRDS,https://minmod.isi.edu/resource/944
15230,https://minmod.isi.edu/resource/mrds10083272,0.0272554103285074,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q486,Arc U-M intru- sion nickel- copper-PGE,United States,POINT (-90.80791 46.29917),,1165.0,MRDS,10083272,448.0,10083272,MRDS,https://minmod.isi.edu/resource/448
15474,https://minmod.isi.edu/resource/mrds10092675,0.0251889862120151,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q486,Arc U-M intru- sion nickel- copper-PGE,United States,POINT (-122.1293 48.55092),https://minmod.isi.edu/resource/mrds10131656,1226.0,MRDS,10092675,1567.0,10092675,MRDS,https://minmod.isi.edu/resource/1567
15490,https://minmod.isi.edu/resource/mrds10056262,0.0289709102362394,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q486,Arc U-M intru- sion nickel- copper-PGE,United States,POINT (-110.21469 45.50881),,773.0,MRDS,10056262,617.0,10056262,MRDS,https://minmod.isi.edu/resource/617
15722,https://minmod.isi.edu/resource/mrds10156498,0.0273765809834003,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q486,Arc U-M intru- sion nickel- copper-PGE,United States,POINT (-121.54511 48.00011),https://minmod.isi.edu/resource/mrds10036817,1709.0,MRDS,10156498,1610.0,10156498,MRDS,https://minmod.isi.edu/resource/1610
15888,https://minmod.isi.edu/resource/mrds10258589,0.0284479353576898,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q482,U-M conduit nickel-copper- PGE,United States,POINT (-136.53956 58.01911),,2359.0,MRDS,10258589,1647.0,10258589,MRDS,https://minmod.isi.edu/resource/1647
16005,https://minmod.isi.edu/resource/mrds10033305,0.0351279489696025,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q478,U-M layered intrusion nickel- copper-PGE,United States,POINT (-118.28661 44.76846),https://minmod.isi.edu/resource/mrds10033387,268.0,MRDS,10033305,950.0,10033305,MRDS,https://minmod.isi.edu/resource/950
16197,https://minmod.isi.edu/resource/mrds10301738,0.0252979267388582,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q481,U-M intrusion nickel-copper- PGE,United States,POINT (-122.19264 48.46371),,2570.0,MRDS,10301738,812.0,10301738,MRDS,https://minmod.isi.edu/resource/812
16293,https://minmod.isi.edu/resource/mrds10056248,0.0266301203519105,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q476,Komatiite nickel-copper-PGE,United States,POINT (-109.8144 45.3602),https://minmod.isi.edu/resource/mrds10093107,760.0,MRDS,10056248,1115.0,10056248,MRDS,https://minmod.isi.edu/resource/1115
16357,https://minmod.isi.edu/resource/mrds10234042,0.0321249440312385,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q482,U-M conduit nickel-copper- PGE,United States,POINT (-147.76336 63.02352),,2204.0,MRDS,10234042,1393.0,10234042,MRDS,https://minmod.isi.edu/resource/1393
16474,https://minmod.isi.edu/resource/mrds10300994,0.0282332971692085,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q482,U-M conduit nickel-copper- PGE,United States,POINT (-120.86558 47.43732),,2559.0,MRDS,10300994,1356.0,10300994,MRDS,https://minmod.isi.edu/resource/1356
16714,https://minmod.isi.edu/resource/mrds10093106,0.0286836605519056,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q486,Arc U-M intru- sion nickel- copper-PGE,United States,POINT (-109.96523 45.38575),,1232.0,MRDS,10093106,1045.0,10093106,MRDS,https://minmod.isi.edu/resource/1045
16731,https://minmod.isi.edu/resource/mrds10148622,0.0400854833424091,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q482,U-M conduit nickel-copper- PGE,United States,POINT (-114.48677 46.90518),,1668.0,MRDS,10148622,1429.0,10148622,MRDS,https://minmod.isi.edu/resource/1429
16909,https://minmod.isi.edu/resource/mrds10185467,0.025866825133562,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q489,Impact U-M intrusion nickel- copper-PGE,United States,POINT (-136.39375 57.95391),,1896.0,MRDS,10185467,1778.0,10185467,MRDS,https://minmod.isi.edu/resource/1778
17074,https://minmod.isi.edu/resource/mrds10155801,0.0302103459835052,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q486,Arc U-M intru- sion nickel- copper-PGE,United States,POINT (-119.95976 47.99984),,1702.0,MRDS,10155801,1634.0,10155801,MRDS,https://minmod.isi.edu/resource/1634
17224,https://minmod.isi.edu/resource/mrds10269770,0.0272567644715309,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q482,U-M conduit nickel-copper- PGE,United States,POINT (-112.40867 45.0816),https://minmod.isi.edu/resource/mrds10221327,2387.0,MRDS,10269770,944.0,10269770,MRDS,https://minmod.isi.edu/resource/944
